date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:58:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:31%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/animations.js?v=114255849464433187621696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/animationsed65.js	(from https://rokiovertime.com/es-espanol)
07:58:31	2672/2672	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2030%20Sep%202023%2003:17:44%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/animations.js?v=114255849464433187621696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/animationsed65.js	(from https://rokiovertime.com/es-espanol)
07:58:32	845342/845342	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:0ac6e6468ef22da3e1e72f42232ce288%22	https://rokiovertime.com/en-espanol	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/en-espanol.html	(from https://rokiovertime.com/es-espanol)
07:58:32	832694/832694	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:639a7c9269b18804c4cf252367b463f7%22	https://rokiovertime.com/	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/index.html	(from https://rokiovertime.com/es-espanol)
07:58:32	837856/837856	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:d8061f6adc6a30219910dc5553cae212%22	https://rokiovertime.com/es-mx	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/es-mx.html	(from https://rokiovertime.com/es-espanol)
07:58:33	837830/837830	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:83a6b8aaee576dfa24aa9ae9be179b77%22	https://rokiovertime.com/es-cl	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/es-cl.html	(from https://rokiovertime.com/es-espanol)
07:58:33	0/0	---MCZ	404	error ('Not%20Found')	text/javascript	etag:W/%22cacheable:19e9fb146ff81b12fe41ae4617e6dc56%22	https://rokiovertime.com/modules/chunk.common_1930d7d6.esm.js	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/modules/chunk.common_1930d7d6.esm.js	(from https://rokiovertime.com/es-espanol)
07:58:33	838030/838030	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:98a7fd60a80ff7eee8b4dcbd182dd03e%22	https://rokiovertime.com/es-ar	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/es-ar.html	(from https://rokiovertime.com/es-espanol)
07:58:34	1922/1922	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2003%20Oct%202023%2009:50:39%20GMT	https://cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	D:/proyecto1/RokiOvertime/RokiOvertime/cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	(from https://rokiovertime.com/es-espanol)
07:58:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:34%20GMT	http://rokiovertime.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.11.delayed	(from https://rokiovertime.com/es-espanol)
07:58:35	849282/849282	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:00fe92376870672d1c546a5648772857%22	https://rokiovertime.com/es-espanol/	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/es-espanol/index.html	(from https://rokiovertime.com/es-espanol)
07:58:35	12133/12133	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2020%20Sep%202023%2022:28:10%20GMT	https://rokiovertime.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	(from https://rokiovertime.com/es-espanol)
07:58:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:36%20GMT	http://rokiovertime.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-a2d444786d996da5634fbbaeeffe6104ee672440dfa6cdcaebfb27dceaaf9c0f.js?v=20220906	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-a2d444786d996da5634fbbaeeffe6104ee672440dfa6cdcaebfb27dceaaf9c0f.13b805.delayed	(from https://rokiovertime.com/es-espanol)
07:58:38	50243/50243	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2020%20Sep%202023%2022:28:10%20GMT	https://rokiovertime.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-a2d444786d996da5634fbbaeeffe6104ee672440dfa6cdcaebfb27dceaaf9c0f.js?v=20220906	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-a2d444786d996da5634fbbaeeffe6104ee672440dfa6cdcaebfb27dceaaf9c0fb805.js	(from https://rokiovertime.com/es-espanol)
07:58:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:38%20GMT	http://rokiovertime.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://rokiovertime.com/es-espanol)
07:58:38	37678/37678	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2020%20Sep%202023%2022:28:10%20GMT	https://rokiovertime.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://rokiovertime.com/es-espanol)
07:58:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:39%20GMT	http://rokiovertime.com/cdn/shop/t/18/compiled_assets/scripts.js?702	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/compiled_assets/scriptsb1ee.js	(from https://rokiovertime.com/es-espanol)
07:58:39	5282/5282	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2030%20Sep%202023%2004:13:06%20GMT	https://rokiovertime.com/cdn/shop/t/18/compiled_assets/scripts.js?702	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/compiled_assets/scriptsb1ee.js	(from https://rokiovertime.com/es-espanol)
07:58:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:39%20GMT	http://rokiovertime.com/cdn/fonts/archivo/archivo_n7.6f363ab30b12ea00d5e6243ed0e977a11393a3ad.woff2?h1=cm9raW92ZXJ0aW1lLmNvbQ&h2=cm9raW92ZXJ0aW1lLmFjY291bnQubXlzaG9waWZ5LmNvbQ&hmac=c2d680a01d3456770e7a5172491d111651e574f4f13998a23cd5f8d059b6457f	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/fonts/archivo/archivo_n7.6f363ab30b12ea00d5e6243ed0e977a11393a3adb8b3.woff2	(from https://rokiovertime.com/es-espanol)
07:58:39	22676/22676	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:20%20GMT	https://rokiovertime.com/cdn/fonts/archivo/archivo_n7.6f363ab30b12ea00d5e6243ed0e977a11393a3ad.woff2?h1=cm9raW92ZXJ0aW1lLmNvbQ&h2=cm9raW92ZXJ0aW1lLmFjY291bnQubXlzaG9waWZ5LmNvbQ&hmac=c2d680a01d3456770e7a5172491d111651e574f4f13998a23cd5f8d059b6457f	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/fonts/archivo/archivo_n7.6f363ab30b12ea00d5e6243ed0e977a11393a3adb8b3.woff2	(from https://rokiovertime.com/es-espanol)
07:58:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:40%20GMT	http://rokiovertime.com/cdn/fonts/archivo/archivo_n7.846b40a5735bbd149ad44b083a19c3e5d88d8fab.woff?h1=cm9raW92ZXJ0aW1lLmNvbQ&h2=cm9raW92ZXJ0aW1lLmFjY291bnQubXlzaG9waWZ5LmNvbQ&hmac=92bf410bc9b0ec87533cd85c1f8ee31316f3981ecc367de126e78cf05554143c	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/fonts/archivo/archivo_n7.846b40a5735bbd149ad44b083a19c3e5d88d8fab7958.woff	(from https://rokiovertime.com/es-espanol)
07:58:40	22568/22568	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:20%20GMT	https://rokiovertime.com/cdn/fonts/archivo/archivo_n7.846b40a5735bbd149ad44b083a19c3e5d88d8fab.woff?h1=cm9raW92ZXJ0aW1lLmNvbQ&h2=cm9raW92ZXJ0aW1lLmFjY291bnQubXlzaG9waWZ5LmNvbQ&hmac=92bf410bc9b0ec87533cd85c1f8ee31316f3981ecc367de126e78cf05554143c	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/fonts/archivo/archivo_n7.846b40a5735bbd149ad44b083a19c3e5d88d8fab7958.woff	(from https://rokiovertime.com/es-espanol)
07:58:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:41%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/base.css?v=12733601050811023631696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/base70ae.css	(from https://rokiovertime.com/es-espanol)
07:58:42	61420/61420	---MCZ	200	added ('OK')	text/css	date:Sat,%2030%20Sep%202023%2003:17:43%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/base.css?v=12733601050811023631696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/base70ae.css	(from https://rokiovertime.com/es-espanol)
07:58:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:42%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/component-predictive-search.css?v=118923337488134913561696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-predictive-searchcb09.css	(from https://rokiovertime.com/es-espanol)
07:58:42	4980/4980	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Sep%202023%2003:48:01%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/component-predictive-search.css?v=118923337488134913561696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-predictive-searchcb09.css	(from https://rokiovertime.com/es-espanol)
07:58:42	65588/65588	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2003%20Oct%202023%2012:58:43%20GMT	https://polyfill.io/v3/polyfill.min.js?features=Promise,fetch	D:/proyecto1/RokiOvertime/RokiOvertime/polyfill.io/v3/polyfill.min0f2b.js	(from https://rokiovertime.com/es-espanol)
07:58:43	499871/499871	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:8066fee5f5087d65d58fd2a9e071b365%22	https://rokiovertime.com/GET	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/GET	(from https://rokiovertime.com/es-espanol)
07:58:43	65369/65369	---MCZ	200	added ('OK')	text/css	etag:W/%222dfd31a5f7e9cb605c9165be15f669c3%22	https://cdn.judge.me/shopify_v2.css	D:/proyecto1/RokiOvertime/RokiOvertime/cdn.judge.me/shopify_v2.css	(from https://rokiovertime.com/es-espanol)
07:58:43	499871/499871	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:8066fee5f5087d65d58fd2a9e071b365%22	https://rokiovertime.com/POST	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/POST	(from https://rokiovertime.com/es-espanol)
07:58:44	61033/61033	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:%22cacheable:8066fee5f5087d65d58fd2a9e071b365%22	https://rokiovertime.com/cdn	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn	(from https://rokiovertime.com/es-espanol)
07:58:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:44%20GMT	http://rokiovertime.com/cdn/s/trekkie.storefront.b31f2032c0d69b240cfbd23a96457e984a0bbbac.min.js	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/s/trekkie.storefront.b31f2032c0d69b240cfbd23a96457e984a0bbbac.min.js	(from https://rokiovertime.com/es-espanol)
07:58:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:46%20GMT	http://rokiovertime.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	(from https://rokiovertime.com/es-espanol)
07:58:45	118419/118419	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2015%20Sep%202023%2019:42:01%20GMT	https://rokiovertime.com/cdn/s/trekkie.storefront.b31f2032c0d69b240cfbd23a96457e984a0bbbac.min.js	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/s/trekkie.storefront.b31f2032c0d69b240cfbd23a96457e984a0bbbac.min.js	(from https://rokiovertime.com/es-espanol)
07:58:46	8290/8290	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2020%20Sep%202023%2022:28:10%20GMT	https://rokiovertime.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	(from https://rokiovertime.com/es-espanol)
07:58:46	59535/59535	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2031%20Aug%202023%2022:14:58%20GMT	https://rokiovertime.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://rokiovertime.com/es-espanol)
07:58:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:47%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/component-slideshow.css?v=83743227411799112781696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-slideshow1bc9.css	(from https://rokiovertime.com/es-espanol)
07:58:47	3731/3731	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Sep%202023%2003:17:43%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/component-slideshow.css?v=83743227411799112781696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-slideshow1bc9.css	(from https://rokiovertime.com/es-espanol)
07:58:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:48%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/component-slider.css?v=142503135496229589681696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-slider8eff.css	(from https://rokiovertime.com/es-espanol)
07:58:48	8112/8112	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Sep%202023%2003:17:43%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/component-slider.css?v=142503135496229589681696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-slider8eff.css	(from https://rokiovertime.com/es-espanol)
07:58:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:49%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/component-list-menu.css?v=151968516119678728991696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-list-menuc369.css	(from https://rokiovertime.com/es-espanol)
07:58:48	587576/587576	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:12e75ea5d4710160414d08c01265e8b3%22	https://rokiovertime.com/es-espanol/collections/anime-hand-wraps	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/es-espanol/collections/anime-hand-wraps.html	(from https://rokiovertime.com/es-espanol)
07:58:49	516/516	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Sep%202023%2003:17:43%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/component-list-menu.css?v=151968516119678728991696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-list-menuc369.css	(from https://rokiovertime.com/es-espanol)
07:58:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:49%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/component-search.css?v=130382253973794904871696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-search77e6.css	(from https://rokiovertime.com/es-espanol)
07:58:49	1294/1294	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Sep%202023%2003:44:20%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/component-search.css?v=130382253973794904871696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-search77e6.css	(from https://rokiovertime.com/es-espanol)
07:58:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:50%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/component-menu-drawer.css?v=160161990486659892291696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-menu-drawer9561.css	(from https://rokiovertime.com/es-espanol)
07:58:50	5163/5163	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Sep%202023%2003:44:21%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/component-menu-drawer.css?v=160161990486659892291696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-menu-drawer9561.css	(from https://rokiovertime.com/es-espanol)
07:58:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:51%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/component-cart-notification.css?v=54116361853792938221696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-cart-notification58c7.css	(from https://rokiovertime.com/es-espanol)
07:58:50	2698/2698	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Sep%202023%2003:17:44%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/component-cart-notification.css?v=54116361853792938221696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-cart-notification58c7.css	(from https://rokiovertime.com/es-espanol)
07:58:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:51%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/component-cart-items.css?v=4628327769354762111696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-cart-itemsa783.css	(from https://rokiovertime.com/es-espanol)
07:58:51	4167/4167	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Sep%202023%2003:17:44%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/component-cart-items.css?v=4628327769354762111696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-cart-itemsa783.css	(from https://rokiovertime.com/es-espanol)
07:58:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:51%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/component-price.css?v=65402837579211014041696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-price9fdd.css	(from https://rokiovertime.com/es-espanol)
07:58:51	1557/1557	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Sep%202023%2003:17:43%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/component-price.css?v=65402837579211014041696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-price9fdd.css	(from https://rokiovertime.com/es-espanol)
07:58:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:52%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/component-loading-overlay.css?v=43236910203777044501696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-loading-overlay05d1.css	(from https://rokiovertime.com/es-espanol)
07:58:51	1039/1039	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Sep%202023%2003:17:43%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/component-loading-overlay.css?v=43236910203777044501696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-loading-overlay05d1.css	(from https://rokiovertime.com/es-espanol)
07:58:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:52%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/component-localization-form.css?v=14162097032368378391696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-localization-form5bc6.css	(from https://rokiovertime.com/es-espanol)
07:58:52	5669/5669	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Sep%202023%2003:44:09%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/component-localization-form.css?v=14162097032368378391696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/component-localization-form5bc6.css	(from https://rokiovertime.com/es-espanol)
07:58:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2012:58:53%20GMT	http://rokiovertime.com/cdn/shop/t/18/assets/details-disclosure.js?v=13653116266235556501696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/details-disclosure06a0.js	(from https://rokiovertime.com/es-espanol)
07:58:52	2557/2557	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2030%20Sep%202023%2003:44:57%20GMT	https://rokiovertime.com/cdn/shop/t/18/assets/details-disclosure.js?v=13653116266235556501696043122	D:/proyecto1/RokiOvertime/RokiOvertime/rokiovertime.com/cdn/shop/t/18/assets/details-disclosure06a0.js	(from https://rokiovertime.com/es-espanol)
